SN+ Sample Number (READONLY)+,XG+ Gravity Center+,YG+ Gravity Center+,ZG+ Gravity Center+,chloride_klassen{laag},chloride_klassen{midden},chloride_klassen{hoog}
4454889,13975.00,369275.00,-16.75,7500,10000,15000
4454890,13975.00,369275.00,-16.25,7500,10000,15000
4454891,13975.00,369275.00,-15.75,7500,10000,15000
4454892,13975.00,369275.00,-15.25,7500,10000,15000
4454893,13975.00,369275.00,-14.75,5000,10000,15000
4454894,13975.00,369275.00,-14.25,1250,10000,15000
4454895,13975.00,369275.00,-13.75,1500,10000,15000
4454896,13975.00,369275.00,-13.25,1250,5000,7500
4454897,13975.00,369275.00,-12.75,1500,3000,5000
4454898,13975.00,369275.00,-12.25,150,3000,5000
4454899,13975.00,369275.00,-11.75,0,2000,5000
4454900,13975.00,369275.00,-11.25,0,0,1000
4454901,13975.00,369275.00,-10.75,0,0,0
4454902,13975.00,369275.00,-10.25,0,0,0
4454903,13975.00,369275.00,-9.75,0,0,0
4454904,13975.00,369275.00,-9.25,0,0,0
4454905,13975.00,369275.00,-8.75,0,0,0
4454906,13975.00,369275.00,-8.25,0,0,0
4454907,13975.00,369275.00,-7.75,0,0,0
4454908,13975.00,369275.00,-7.25,0,0,0
4454909,13975.00,369275.00,-6.75,0,0,0
4454910,13975.00,369275.00,-6.25,0,0,0
4454911,13975.00,369275.00,-5.75,0,0,0
4454912,13975.00,369275.00,-5.25,0,0,0
4454913,13975.00,369275.00,-4.75,0,0,0
4454914,13975.00,369275.00,-4.25,0,0,0
4454915,13975.00,369275.00,-3.75,0,0,0
4454916,13975.00,369275.00,-3.25,0,0,0
4454917,13975.00,369275.00,-2.75,0,0,0
4454918,13975.00,369275.00,-2.25,0,0,0
4454919,13975.00,369275.00,-1.75,0,0,0
4454920,13975.00,369275.00,-1.25,0,0,0
4454921,13975.00,369275.00,-0.75,0,0,0
4454922,13975.00,369275.00,-0.25,0,0,0
4454923,13975.00,369275.00,0.25,0,0,0
4454924,13975.00,369275.00,0.75,0,0,0
4466149,13975.00,370725.00,-41.75,0,0,0
4466150,13975.00,370725.00,-41.25,0,0,0
4466151,13975.00,370725.00,-40.75,0,0,0
4466152,13975.00,370725.00,-40.25,0,0,0
4466153,13975.00,370725.00,-39.75,0,0,0
4466154,13975.00,370725.00,-39.25,0,0,0
4466155,13975.00,370725.00,-38.75,0,0,0
4466156,13975.00,370725.00,-38.25,0,0,0
4466157,13975.00,370725.00,-37.75,0,0,300
4466158,13975.00,370725.00,-37.25,0,0,500
4466159,13975.00,370725.00,-36.75,0,0,500
4466160,13975.00,370725.00,-36.25,0,0,750
4466161,13975.00,370725.00,-35.75,0,0,750
4466162,13975.00,370725.00,-35.25,0,0,1000
4466163,13975.00,370725.00,-34.75,0,0,1250
4466164,13975.00,370725.00,-34.25,0,150,1250
4466165,13975.00,370725.00,-33.75,0,500,1500
4466166,13975.00,370725.00,-33.25,0,750,2000
4466167,13975.00,370725.00,-32.75,300,1000,2000
4466168,13975.00,370725.00,-32.25,300,1250,2000
4466169,13975.00,370725.00,-31.75,300,1250,2000
4466170,13975.00,370725.00,-31.25,0,1500,2000
4466171,13975.00,370725.00,-30.75,500,1500,2000
4466172,13975.00,370725.00,-30.25,500,1500,2000
4466173,13975.00,370725.00,-29.75,500,1500,3000
4466174,13975.00,370725.00,-29.25,150,1250,2000
4466175,13975.00,370725.00,-28.75,150,1250,3000
4466176,13975.00,370725.00,-28.25,500,1500,3000
4466177,13975.00,370725.00,-27.75,1000,2000,3000
4466178,13975.00,370725.00,-27.25,1000,2000,3000
4466179,13975.00,370725.00,-26.75,1000,2000,3000
4466180,13975.00,370725.00,-26.25,1250,2000,3000
4466181,13975.00,370725.00,-25.75,1500,2000,3000
4466182,13975.00,370725.00,-25.25,1500,2000,3000
4466183,13975.00,370725.00,-24.75,2000,3000,5000
4466184,13975.00,370725.00,-24.25,3000,5000,5000
4466185,13975.00,370725.00,-23.75,3000,5000,7500
4466186,13975.00,370725.00,-23.25,3000,5000,7500
4466187,13975.00,370725.00,-22.75,3000,5000,7500
4466188,13975.00,370725.00,-22.25,3000,5000,7500
4466189,13975.00,370725.00,-21.75,3000,5000,7500
4466190,13975.00,370725.00,-21.25,3000,5000,7500
4466191,13975.00,370725.00,-20.75,3000,5000,7500
4466192,13975.00,370725.00,-20.25,3000,5000,5000
4466193,13975.00,370725.00,-19.75,3000,5000,5000
4466194,13975.00,370725.00,-19.25,3000,5000,5000
4466195,13975.00,370725.00,-18.75,3000,5000,5000
4466196,13975.00,370725.00,-18.25,2000,3000,5000
4466197,13975.00,370725.00,-17.75,2000,3000,5000
4466198,13975.00,370725.00,-17.25,2000,3000,5000
4466199,13975.00,370725.00,-16.75,2000,3000,5000
4466200,13975.00,370725.00,-16.25,2000,3000,3000
4466201,13975.00,370725.00,-15.75,2000,3000,3000
4466202,13975.00,370725.00,-15.25,2000,3000,3000
4466203,13975.00,370725.00,-14.75,2000,3000,3000
4466204,13975.00,370725.00,-14.25,1500,3000,3000
4466205,13975.00,370725.00,-13.75,1500,2000,3000
4466206,13975.00,370725.00,-13.25,1250,2000,3000
4466207,13975.00,370725.00,-12.75,1000,2000,3000
4466208,13975.00,370725.00,-12.25,750,1500,3000
4466209,13975.00,370725.00,-11.75,300,1500,3000
4466210,13975.00,370725.00,-11.25,300,1250,2000
4466211,13975.00,370725.00,-10.75,150,1000,2000
4466212,13975.00,370725.00,-10.25,300,1250,2000
4466213,13975.00,370725.00,-9.75,300,1250,2000
4466214,13975.00,370725.00,-9.25,300,1000,2000
4466215,13975.00,370725.00,-8.75,0,750,2000
4466216,13975.00,370725.00,-8.25,0,750,2000
4466217,13975.00,370725.00,-7.75,0,750,1500
4466218,13975.00,370725.00,-7.25,0,300,1500
4466219,13975.00,370725.00,-6.75,0,0,1500
4466220,13975.00,370725.00,-6.25,0,0,1000
4466221,13975.00,370725.00,-5.75,0,0,1000
4466222,13975.00,370725.00,-5.25,0,0,300
4466223,13975.00,370725.00,-4.75,0,0,0
4466224,13975.00,370725.00,-4.25,0,0,0
4466225,13975.00,370725.00,-3.75,0,0,0
4466226,13975.00,370725.00,-3.25,0,0,0
4466227,13975.00,370725.00,-2.75,0,0,0
4466228,13975.00,370725.00,-2.25,0,0,0
4466229,13975.00,370725.00,-1.75,0,0,0
4466230,13975.00,370725.00,-1.25,0,0,0
4466231,13975.00,370725.00,-0.75,0,0,0
4466232,13975.00,370725.00,-0.25,0,0,0
4466233,13975.00,370725.00,0.25,0,0,0
4466234,13975.00,370725.00,0.75,0,0,0
4466235,13975.00,370725.00,1.25,0,0,0
4466540,13975.00,370775.00,-41.25,0,0,0
4466541,13975.00,370775.00,-40.75,0,0,0
4466542,13975.00,370775.00,-40.25,0,0,0
4466543,13975.00,370775.00,-39.75,0,0,0
4466544,13975.00,370775.00,-39.25,0,0,0
4466545,13975.00,370775.00,-38.75,0,0,0
4466546,13975.00,370775.00,-38.25,0,0,150
4466547,13975.00,370775.00,-37.75,0,0,150
4466548,13975.00,370775.00,-37.25,0,0,500
4466549,13975.00,370775.00,-36.75,0,0,500
4466550,13975.00,370775.00,-36.25,0,0,500
4466551,13975.00,370775.00,-35.75,0,0,750
4466552,13975.00,370775.00,-35.25,0,0,1000
4466553,13975.00,370775.00,-34.75,0,0,1250
4466554,13975.00,370775.00,-34.25,0,150,1500
4466555,13975.00,370775.00,-33.75,0,500,1500
4466556,13975.00,370775.00,-33.25,0,750,1500
4466557,13975.00,370775.00,-32.75,0,1000,2000
4466558,13975.00,370775.00,-32.25,0,750,2000
4466559,13975.00,370775.00,-31.75,0,750,2000
4466560,13975.00,370775.00,-31.25,0,750,2000
4466561,13975.00,370775.00,-30.75,0,1000,2000
4466562,13975.00,370775.00,-30.25,0,1000,2000
4466563,13975.00,370775.00,-29.75,0,1000,2000
4466564,13975.00,370775.00,-29.25,0,1000,2000
4466565,13975.00,370775.00,-28.75,0,1000,2000
4466566,13975.00,370775.00,-28.25,300,1500,3000
4466567,13975.00,370775.00,-27.75,750,2000,3000
4466568,13975.00,370775.00,-27.25,750,2000,3000
4466569,13975.00,370775.00,-26.75,1000,2000,3000
4466570,13975.00,370775.00,-26.25,1500,2000,3000
4466571,13975.00,370775.00,-25.75,1500,3000,3000
4466572,13975.00,370775.00,-25.25,1500,3000,5000
4466573,13975.00,370775.00,-24.75,2000,3000,5000
4466574,13975.00,370775.00,-24.25,3000,5000,5000
4466575,13975.00,370775.00,-23.75,3000,5000,5000
4466576,13975.00,370775.00,-23.25,3000,5000,7500
4466577,13975.00,370775.00,-22.75,3000,5000,7500
4466578,13975.00,370775.00,-22.25,3000,5000,7500
4466579,13975.00,370775.00,-21.75,3000,5000,7500
4466580,13975.00,370775.00,-21.25,3000,5000,7500
4466581,13975.00,370775.00,-20.75,3000,5000,7500
4466582,13975.00,370775.00,-20.25,3000,5000,5000
4466583,13975.00,370775.00,-19.75,3000,3000,5000
4466584,13975.00,370775.00,-19.25,2000,3000,5000
4466585,13975.00,370775.00,-18.75,2000,3000,5000
4466586,13975.00,370775.00,-18.25,2000,3000,5000
4466587,13975.00,370775.00,-17.75,1500,3000,5000
4466588,13975.00,370775.00,-17.25,1500,3000,5000
4466589,13975.00,370775.00,-16.75,1500,3000,3000
4466590,13975.00,370775.00,-16.25,1500,2000,3000
4466591,13975.00,370775.00,-15.75,1250,2000,3000
4466592,13975.00,370775.00,-15.25,1250,2000,3000
4466593,13975.00,370775.00,-14.75,1250,2000,3000
4466594,13975.00,370775.00,-14.25,1250,2000,3000
4466595,13975.00,370775.00,-13.75,750,2000,3000
4466596,13975.00,370775.00,-13.25,500,2000,3000
4466597,13975.00,370775.00,-12.75,150,1500,3000
4466598,13975.00,370775.00,-12.25,150,1250,2000
4466599,13975.00,370775.00,-11.75,0,1000,2000
4466600,13975.00,370775.00,-11.25,0,500,2000
4466601,13975.00,370775.00,-10.75,0,500,1500
4466602,13975.00,370775.00,-10.25,0,500,1500
4466603,13975.00,370775.00,-9.75,0,750,2000
4466604,13975.00,370775.00,-9.25,0,500,1500
4466605,13975.00,370775.00,-8.75,0,300,1250
4466606,13975.00,370775.00,-8.25,0,300,1250
4466607,13975.00,370775.00,-7.75,0,300,1250
4466608,13975.00,370775.00,-7.25,0,150,500
4466609,13975.00,370775.00,-6.75,0,0,300
4466610,13975.00,370775.00,-6.25,0,0,300
4466611,13975.00,370775.00,-5.75,0,0,0
4466612,13975.00,370775.00,-5.25,0,0,0
4466613,13975.00,370775.00,-4.75,0,0,0
4466614,13975.00,370775.00,-4.25,0,0,0
4466615,13975.00,370775.00,-3.75,0,0,0
4466616,13975.00,370775.00,-3.25,0,0,0
4466617,13975.00,370775.00,-2.75,0,0,0
4466618,13975.00,370775.00,-2.25,0,0,0
4466619,13975.00,370775.00,-1.75,0,0,0
4466620,13975.00,370775.00,-1.25,0,0,0
4466621,13975.00,370775.00,-0.75,0,0,0
4466622,13975.00,370775.00,-0.25,0,0,0
4466623,13975.00,370775.00,0.25,0,0,0
4466624,13975.00,370775.00,0.75,0,0,0
4466625,13975.00,370775.00,1.25,0,0,0
4466931,13975.00,370825.00,-40.75,0,0,0
4466932,13975.00,370825.00,-40.25,0,0,0
4466933,13975.00,370825.00,-39.75,0,0,0
4466934,13975.00,370825.00,-39.25,0,0,0
4466935,13975.00,370825.00,-38.75,0,0,0
4466936,13975.00,370825.00,-38.25,0,0,150
4466937,13975.00,370825.00,-37.75,0,0,300
4466938,13975.00,370825.00,-37.25,0,0,750
4466939,13975.00,370825.00,-36.75,0,0,500
4466940,13975.00,370825.00,-36.25,0,0,750
4466941,13975.00,370825.00,-35.75,0,0,1000
4466942,13975.00,370825.00,-35.25,0,0,1000
4466943,13975.00,370825.00,-34.75,0,0,1250
4466944,13975.00,370825.00,-34.25,0,150,1250
4466945,13975.00,370825.00,-33.75,0,500,1500
4466946,13975.00,370825.00,-33.25,0,750,2000
4466947,13975.00,370825.00,-32.75,0,1000,2000
4466948,13975.00,370825.00,-32.25,0,1000,2000
4466949,13975.00,370825.00,-31.75,0,1000,2000
4466950,13975.00,370825.00,-31.25,0,1000,2000
4466951,13975.00,370825.00,-30.75,0,750,2000
4466952,13975.00,370825.00,-30.25,0,1000,2000
4466953,13975.00,370825.00,-29.75,0,1000,2000
4466954,13975.00,370825.00,-29.25,0,1000,2000
4466955,13975.00,370825.00,-28.75,0,1000,2000
4466956,13975.00,370825.00,-28.25,0,1000,2000
4466957,13975.00,370825.00,-27.75,300,1250,3000
4466958,13975.00,370825.00,-27.25,500,1250,3000
4466959,13975.00,370825.00,-26.75,750,1500,3000
4466960,13975.00,370825.00,-26.25,1250,2000,3000
4466961,13975.00,370825.00,-25.75,1500,3000,3000
4466962,13975.00,370825.00,-25.25,1500,3000,5000
4466963,13975.00,370825.00,-24.75,2000,3000,5000
4466964,13975.00,370825.00,-24.25,2000,3000,5000
4466965,13975.00,370825.00,-23.75,3000,3000,5000
4466966,13975.00,370825.00,-23.25,3000,5000,7500
4466967,13975.00,370825.00,-22.75,3000,5000,7500
4466968,13975.00,370825.00,-22.25,3000,5000,7500
4466969,13975.00,370825.00,-21.75,3000,5000,7500
4466970,13975.00,370825.00,-21.25,3000,5000,7500
4466971,13975.00,370825.00,-20.75,3000,5000,7500
4466972,13975.00,370825.00,-20.25,3000,5000,5000
4466973,13975.00,370825.00,-19.75,3000,5000,5000
4466974,13975.00,370825.00,-19.25,3000,3000,5000
4466975,13975.00,370825.00,-18.75,2000,3000,5000
4466976,13975.00,370825.00,-18.25,2000,3000,5000
4466977,13975.00,370825.00,-17.75,1500,3000,5000
4466978,13975.00,370825.00,-17.25,1250,3000,5000
4466979,13975.00,370825.00,-16.75,1250,3000,3000
4466980,13975.00,370825.00,-16.25,1250,3000,3000
4466981,13975.00,370825.00,-15.75,1000,2000,3000
4466982,13975.00,370825.00,-15.25,1000,2000,3000
4466983,13975.00,370825.00,-14.75,750,2000,3000
4466984,13975.00,370825.00,-14.25,750,2000,3000
4466985,13975.00,370825.00,-13.75,500,2000,3000
4466986,13975.00,370825.00,-13.25,300,2000,3000
4466987,13975.00,370825.00,-12.75,150,1500,3000
4466988,13975.00,370825.00,-12.25,150,1250,3000
4466989,13975.00,370825.00,-11.75,0,1250,3000
4466990,13975.00,370825.00,-11.25,0,1000,2000
4466991,13975.00,370825.00,-10.75,0,500,2000
4466992,13975.00,370825.00,-10.25,0,500,2000
4466993,13975.00,370825.00,-9.75,0,500,2000
4466994,13975.00,370825.00,-9.25,0,300,1500
4466995,13975.00,370825.00,-8.75,0,150,1000
4466996,13975.00,370825.00,-8.25,0,150,1000
4466997,13975.00,370825.00,-7.75,0,150,750
4466998,13975.00,370825.00,-7.25,0,0,150
4466999,13975.00,370825.00,-6.75,0,0,0
4467000,13975.00,370825.00,-6.25,0,0,0
4467001,13975.00,370825.00,-5.75,0,0,0
4467002,13975.00,370825.00,-5.25,0,0,0
4467003,13975.00,370825.00,-4.75,0,0,0
4467004,13975.00,370825.00,-4.25,0,0,0
4467005,13975.00,370825.00,-3.75,0,0,0
4467006,13975.00,370825.00,-3.25,0,0,0
4467007,13975.00,370825.00,-2.75,0,0,0
4467008,13975.00,370825.00,-2.25,0,0,0
4467009,13975.00,370825.00,-1.75,0,0,0
4467010,13975.00,370825.00,-1.25,0,0,0
4467011,13975.00,370825.00,-0.75,0,0,0
4467012,13975.00,370825.00,-0.25,0,0,0
4467013,13975.00,370825.00,0.25,0,0,0
4467014,13975.00,370825.00,0.75,0,0,0
4467015,13975.00,370825.00,1.25,0,0,0
4467322,13975.00,370875.00,-40.25,0,0,0
4467323,13975.00,370875.00,-39.75,0,0,0
4467324,13975.00,370875.00,-39.25,0,0,0
4467325,13975.00,370875.00,-38.75,0,0,0
4467326,13975.00,370875.00,-38.25,0,0,150
4467327,13975.00,370875.00,-37.75,0,0,300
4467328,13975.00,370875.00,-37.25,0,0,750
4467329,13975.00,370875.00,-36.75,0,0,500
4467330,13975.00,370875.00,-36.25,0,0,1000
4467331,13975.00,370875.00,-35.75,0,0,1000
4467332,13975.00,370875.00,-35.25,0,0,1000
4467333,13975.00,370875.00,-34.75,0,0,1250
4467334,13975.00,370875.00,-34.25,0,150,1500
4467335,13975.00,370875.00,-33.75,0,500,1500
4467336,13975.00,370875.00,-33.25,0,750,2000
4467337,13975.00,370875.00,-32.75,0,1000,2000
4467338,13975.00,370875.00,-32.25,0,1000,2000
4467339,13975.00,370875.00,-31.75,0,1000,2000
4467340,13975.00,370875.00,-31.25,0,1250,2000
4467341,13975.00,370875.00,-30.75,0,1250,2000
4467342,13975.00,370875.00,-30.25,0,1250,2000
4467343,13975.00,370875.00,-29.75,0,1250,2000
4467344,13975.00,370875.00,-29.25,500,1500,3000
4467345,13975.00,370875.00,-28.75,300,2000,3000
4467346,13975.00,370875.00,-28.25,300,2000,3000
4467347,13975.00,370875.00,-27.75,500,2000,3000
4467348,13975.00,370875.00,-27.25,750,2000,3000
4467349,13975.00,370875.00,-26.75,1000,2000,3000
4467350,13975.00,370875.00,-26.25,1500,3000,3000
4467351,13975.00,370875.00,-25.75,1500,3000,3000
4467352,13975.00,370875.00,-25.25,1500,3000,5000
4467353,13975.00,370875.00,-24.75,2000,3000,5000
4467354,13975.00,370875.00,-24.25,2000,3000,5000
4467355,13975.00,370875.00,-23.75,3000,3000,5000
4467356,13975.00,370875.00,-23.25,3000,5000,7500
4467357,13975.00,370875.00,-22.75,3000,5000,7500
4467358,13975.00,370875.00,-22.25,3000,5000,7500
4467359,13975.00,370875.00,-21.75,3000,5000,7500
4467360,13975.00,370875.00,-21.25,3000,5000,7500
4467361,13975.00,370875.00,-20.75,3000,5000,7500
4467362,13975.00,370875.00,-20.25,3000,5000,5000
4467363,13975.00,370875.00,-19.75,3000,5000,5000
4467364,13975.00,370875.00,-19.25,3000,5000,5000
4467365,13975.00,370875.00,-18.75,2000,3000,5000
4467366,13975.00,370875.00,-18.25,2000,3000,5000
4467367,13975.00,370875.00,-17.75,1500,3000,5000
4467368,13975.00,370875.00,-17.25,1500,3000,5000
4467369,13975.00,370875.00,-16.75,1500,3000,5000
4467370,13975.00,370875.00,-16.25,1500,3000,5000
4467371,13975.00,370875.00,-15.75,1500,3000,3000
4467372,13975.00,370875.00,-15.25,1250,3000,3000
4467373,13975.00,370875.00,-14.75,1250,3000,3000
4467374,13975.00,370875.00,-14.25,1000,3000,3000
4467375,13975.00,370875.00,-13.75,750,3000,3000
4467376,13975.00,370875.00,-13.25,300,2000,3000
4467377,13975.00,370875.00,-12.75,150,1500,3000
4467378,13975.00,370875.00,-12.25,150,1500,3000
4467379,13975.00,370875.00,-11.75,150,1500,3000
4467380,13975.00,370875.00,-11.25,0,1250,2000
4467381,13975.00,370875.00,-10.75,0,1000,2000
4467382,13975.00,370875.00,-10.25,0,1000,2000
4467383,13975.00,370875.00,-9.75,0,1000,2000
4467384,13975.00,370875.00,-9.25,0,500,2000
4467385,13975.00,370875.00,-8.75,0,150,1250
4467386,13975.00,370875.00,-8.25,0,150,1000
4467387,13975.00,370875.00,-7.75,0,150,1000
4467388,13975.00,370875.00,-7.25,0,0,150
4467389,13975.00,370875.00,-6.75,0,0,0
4467390,13975.00,370875.00,-6.25,0,0,0
4467391,13975.00,370875.00,-5.75,0,0,0
4467392,13975.00,370875.00,-5.25,0,0,0
4467393,13975.00,370875.00,-4.75,0,0,0
4467394,13975.00,370875.00,-4.25,0,0,0
4467395,13975.00,370875.00,-3.75,0,0,0
4467396,13975.00,370875.00,-3.25,0,0,0
4467397,13975.00,370875.00,-2.75,0,0,0
4467398,13975.00,370875.00,-2.25,0,0,0
4467399,13975.00,370875.00,-1.75,0,0,0
4467400,13975.00,370875.00,-1.25,0,0,0
4467401,13975.00,370875.00,-0.75,0,0,0
4467402,13975.00,370875.00,-0.25,0,0,0
4467403,13975.00,370875.00,0.25,0,0,0
4467404,13975.00,370875.00,0.75,0,0,0
4467405,13975.00,370875.00,1.25,0,0,0
4467714,13975.00,370925.00,-39.25,0,0,0
4467715,13975.00,370925.00,-38.75,0,0,0
4467716,13975.00,370925.00,-38.25,0,0,150
4467717,13975.00,370925.00,-37.75,0,0,750
4467718,13975.00,370925.00,-37.25,0,0,750
4467719,13975.00,370925.00,-36.75,0,0,1000
4467720,13975.00,370925.00,-36.25,0,0,1000
4467721,13975.00,370925.00,-35.75,0,0,1000
4467722,13975.00,370925.00,-35.25,0,0,1250
4467723,13975.00,370925.00,-34.75,0,0,1500
4467724,13975.00,370925.00,-34.25,0,150,1500
4467725,13975.00,370925.00,-33.75,0,500,1500
4467726,13975.00,370925.00,-33.25,0,1000,2000
4467727,13975.00,370925.00,-32.75,0,1250,2000
4467728,13975.00,370925.00,-32.25,0,1250,2000
4467729,13975.00,370925.00,-31.75,0,1250,2000
4467730,13975.00,370925.00,-31.25,0,1250,2000
4467731,13975.00,370925.00,-30.75,0,1250,2000
4467732,13975.00,370925.00,-30.25,0,1500,2000
4467733,13975.00,370925.00,-29.75,0,1250,2000
4467734,13975.00,370925.00,-29.25,1250,2000,3000
4467735,13975.00,370925.00,-28.75,750,2000,3000
4467736,13975.00,370925.00,-28.25,1000,2000,3000
4467737,13975.00,370925.00,-27.75,1000,2000,3000
4467738,13975.00,370925.00,-27.25,1000,2000,3000
4467739,13975.00,370925.00,-26.75,1250,3000,3000
4467740,13975.00,370925.00,-26.25,1500,3000,5000
4467741,13975.00,370925.00,-25.75,1500,3000,5000
4467742,13975.00,370925.00,-25.25,1500,3000,5000
4467743,13975.00,370925.00,-24.75,1500,3000,5000
4467744,13975.00,370925.00,-24.25,2000,3000,5000
4467745,13975.00,370925.00,-23.75,2000,5000,5000
4467746,13975.00,370925.00,-23.25,3000,5000,7500
4467747,13975.00,370925.00,-22.75,3000,5000,7500
4467748,13975.00,370925.00,-22.25,3000,5000,7500
4467749,13975.00,370925.00,-21.75,3000,5000,7500
4467750,13975.00,370925.00,-21.25,3000,5000,7500
4467751,13975.00,370925.00,-20.75,3000,5000,7500
4467752,13975.00,370925.00,-20.25,3000,5000,5000
4467753,13975.00,370925.00,-19.75,3000,5000,5000
4467754,13975.00,370925.00,-19.25,3000,5000,5000
4467755,13975.00,370925.00,-18.75,3000,5000,5000
4467756,13975.00,370925.00,-18.25,2000,3000,5000
4467757,13975.00,370925.00,-17.75,2000,3000,5000
4467758,13975.00,370925.00,-17.25,2000,3000,5000
4467759,13975.00,370925.00,-16.75,2000,3000,5000
4467760,13975.00,370925.00,-16.25,2000,3000,5000
4467761,13975.00,370925.00,-15.75,2000,3000,5000
4467762,13975.00,370925.00,-15.25,2000,3000,5000
4467763,13975.00,370925.00,-14.75,2000,3000,5000
4467764,13975.00,370925.00,-14.25,2000,3000,5000
4467765,13975.00,370925.00,-13.75,1500,3000,5000
4467766,13975.00,370925.00,-13.25,1250,3000,3000
4467767,13975.00,370925.00,-12.75,500,2000,3000
4467768,13975.00,370925.00,-12.25,500,2000,3000
4467769,13975.00,370925.00,-11.75,500,2000,3000
4467770,13975.00,370925.00,-11.25,150,1500,3000
4467771,13975.00,370925.00,-10.75,150,1250,2000
4467772,13975.00,370925.00,-10.25,150,1250,2000
4467773,13975.00,370925.00,-9.75,150,1250,2000
4467774,13975.00,370925.00,-9.25,150,750,2000
4467775,13975.00,370925.00,-8.75,0,500,1500
4467776,13975.00,370925.00,-8.25,0,500,1500
4467777,13975.00,370925.00,-7.75,0,300,1000
4467778,13975.00,370925.00,-7.25,0,0,300
4467779,13975.00,370925.00,-6.75,0,0,0
4467780,13975.00,370925.00,-6.25,0,0,0
4467781,13975.00,370925.00,-5.75,0,0,0
4467782,13975.00,370925.00,-5.25,0,0,0
4467783,13975.00,370925.00,-4.75,0,0,0
4467784,13975.00,370925.00,-4.25,0,0,0
4467785,13975.00,370925.00,-3.75,0,0,0
4467786,13975.00,370925.00,-3.25,0,0,0
4467787,13975.00,370925.00,-2.75,0,0,0
4467788,13975.00,370925.00,-2.25,0,0,0
4467789,13975.00,370925.00,-1.75,0,0,0
4467790,13975.00,370925.00,-1.25,0,0,0
4467791,13975.00,370925.00,-0.75,0,0,0
4467792,13975.00,370925.00,-0.25,0,0,0
4467793,13975.00,370925.00,0.25,0,0,0
4467794,13975.00,370925.00,0.75,0,0,0
4467795,13975.00,370925.00,1.25,0,0,0
4467796,13975.00,370925.00,1.75,0,0,0
4468105,13975.00,370975.00,-38.75,0,0,300
4468106,13975.00,370975.00,-38.25,0,0,300
4468107,13975.00,370975.00,-37.75,0,0,750
4468108,13975.00,370975.00,-37.25,0,0,1250
4468109,13975.00,370975.00,-36.75,0,0,1250
4468110,13975.00,370975.00,-36.25,0,0,1000
4468111,13975.00,370975.00,-35.75,0,0,1250
4468112,13975.00,370975.00,-35.25,0,0,1500
4468113,13975.00,370975.00,-34.75,0,0,1500
4468114,13975.00,370975.00,-34.25,0,300,1500
4468115,13975.00,370975.00,-33.75,0,750,2000
4468116,13975.00,370975.00,-33.25,150,1000,2000
4468117,13975.00,370975.00,-32.75,300,1250,2000
4468118,13975.00,370975.00,-32.25,300,1500,2000
4468119,13975.00,370975.00,-31.75,300,1500,2000
4468120,13975.00,370975.00,-31.25,150,1250,2000
4468121,13975.00,370975.00,-30.75,150,1500,2000
4468122,13975.00,370975.00,-30.25,500,1500,2000
4468123,13975.00,370975.00,-29.75,500,2000,3000
4468124,13975.00,370975.00,-29.25,750,2000,3000
4468125,13975.00,370975.00,-28.75,750,2000,3000
4468126,13975.00,370975.00,-28.25,750,2000,3000
4468127,13975.00,370975.00,-27.75,750,2000,3000
4468128,13975.00,370975.00,-27.25,750,2000,3000
4468129,13975.00,370975.00,-26.75,1000,2000,3000
4468130,13975.00,370975.00,-26.25,1500,3000,5000
4468131,13975.00,370975.00,-25.75,1500,3000,5000
4468132,13975.00,370975.00,-25.25,1500,3000,5000
4468133,13975.00,370975.00,-24.75,1500,3000,5000
4468134,13975.00,370975.00,-24.25,2000,3000,5000
4468135,13975.00,370975.00,-23.75,2000,5000,5000
4468136,13975.00,370975.00,-23.25,3000,5000,7500
4468137,13975.00,370975.00,-22.75,3000,5000,7500
4468138,13975.00,370975.00,-22.25,3000,5000,7500
4468139,13975.00,370975.00,-21.75,3000,5000,7500
4468140,13975.00,370975.00,-21.25,3000,5000,7500
4468141,13975.00,370975.00,-20.75,3000,5000,7500
4468142,13975.00,370975.00,-20.25,3000,5000,5000
4468143,13975.00,370975.00,-19.75,3000,5000,5000
4468144,13975.00,370975.00,-19.25,3000,5000,5000
4468145,13975.00,370975.00,-18.75,3000,5000,5000
4468146,13975.00,370975.00,-18.25,3000,5000,5000
4468147,13975.00,370975.00,-17.75,2000,3000,5000
4468148,13975.00,370975.00,-17.25,2000,3000,5000
4468149,13975.00,370975.00,-16.75,2000,3000,5000
4468150,13975.00,370975.00,-16.25,2000,3000,5000
4468151,13975.00,370975.00,-15.75,2000,3000,5000
4468152,13975.00,370975.00,-15.25,2000,3000,5000
4468153,13975.00,370975.00,-14.75,2000,3000,5000
4468154,13975.00,370975.00,-14.25,2000,3000,5000
4468155,13975.00,370975.00,-13.75,2000,3000,5000
4468156,13975.00,370975.00,-13.25,1500,3000,3000
4468157,13975.00,370975.00,-12.75,1000,2000,3000
4468158,13975.00,370975.00,-12.25,1000,2000,3000
4468159,13975.00,370975.00,-11.75,1000,2000,3000
4468160,13975.00,370975.00,-11.25,500,2000,3000
4468161,13975.00,370975.00,-10.75,300,1500,3000
4468162,13975.00,370975.00,-10.25,300,1500,2000
4468163,13975.00,370975.00,-9.75,300,1500,2000
4468164,13975.00,370975.00,-9.25,150,1250,2000
4468165,13975.00,370975.00,-8.75,0,750,1500
4468166,13975.00,370975.00,-8.25,0,500,1500
4468167,13975.00,370975.00,-7.75,0,500,1500
