SN+ Sample Number (READONLY)+,XG+ Gravity Center+,YG+ Gravity Center+,ZG+ Gravity Center+,chloride_klassen{laag},chloride_klassen{midden},chloride_klassen{hoog}
3497447,13875.00,370825.00,-12.75,500,1500,3000
3497448,13875.00,370825.00,-12.25,300,1500,3000
3497449,13875.00,370825.00,-11.75,150,1500,3000
3497450,13875.00,370825.00,-11.25,0,1000,2000
3497451,13875.00,370825.00,-10.75,0,750,2000
3497452,13875.00,370825.00,-10.25,0,500,2000
3497453,13875.00,370825.00,-9.75,0,500,2000
3497454,13875.00,370825.00,-9.25,0,300,1500
3497455,13875.00,370825.00,-8.75,0,150,1000
3497456,13875.00,370825.00,-8.25,0,150,1000
3497457,13875.00,370825.00,-7.75,0,150,750
3497458,13875.00,370825.00,-7.25,0,0,300
3497459,13875.00,370825.00,-6.75,0,0,0
3497460,13875.00,370825.00,-6.25,0,0,0
3497461,13875.00,370825.00,-5.75,0,0,0
3497462,13875.00,370825.00,-5.25,0,0,0
3497463,13875.00,370825.00,-4.75,0,0,0
3497464,13875.00,370825.00,-4.25,0,0,0
3497465,13875.00,370825.00,-3.75,0,0,0
3497466,13875.00,370825.00,-3.25,0,0,0
3497467,13875.00,370825.00,-2.75,0,0,0
3497468,13875.00,370825.00,-2.25,0,0,0
3497469,13875.00,370825.00,-1.75,0,0,0
3497470,13875.00,370825.00,-1.25,0,0,0
3497471,13875.00,370825.00,-0.75,0,0,0
3497472,13875.00,370825.00,-0.25,0,0,0
3497473,13875.00,370825.00,0.25,0,0,0
3497474,13875.00,370825.00,0.75,0,0,0
3497475,13875.00,370825.00,1.25,0,0,0
3497476,13875.00,370825.00,1.75,0,0,0
3497783,13875.00,370875.00,-39.75,0,0,0
3497784,13875.00,370875.00,-39.25,0,0,0
3497785,13875.00,370875.00,-38.75,0,0,0
3497786,13875.00,370875.00,-38.25,0,0,150
3497787,13875.00,370875.00,-37.75,0,0,300
3497788,13875.00,370875.00,-37.25,0,0,500
3497789,13875.00,370875.00,-36.75,0,0,500
3497790,13875.00,370875.00,-36.25,0,0,500
3497791,13875.00,370875.00,-35.75,0,0,750
3497792,13875.00,370875.00,-35.25,0,0,1000
3497793,13875.00,370875.00,-34.75,0,0,1000
3497794,13875.00,370875.00,-34.25,0,0,1250
3497795,13875.00,370875.00,-33.75,0,500,1500
3497796,13875.00,370875.00,-33.25,0,750,2000
3497797,13875.00,370875.00,-32.75,0,1000,2000
3497798,13875.00,370875.00,-32.25,0,1000,2000
3497799,13875.00,370875.00,-31.75,0,1000,2000
3497800,13875.00,370875.00,-31.25,0,1000,2000
3497801,13875.00,370875.00,-30.75,0,1250,2000
3497802,13875.00,370875.00,-30.25,0,1000,2000
3497803,13875.00,370875.00,-29.75,0,1000,2000
3497804,13875.00,370875.00,-29.25,0,1250,2000
3497805,13875.00,370875.00,-28.75,0,1250,3000
3497806,13875.00,370875.00,-28.25,0,1250,2000
3497807,13875.00,370875.00,-27.75,300,1500,3000
3497808,13875.00,370875.00,-27.25,500,1500,3000
3497809,13875.00,370875.00,-26.75,750,1500,3000
3497810,13875.00,370875.00,-26.25,1250,2000,3000
3497811,13875.00,370875.00,-25.75,1500,3000,3000
3497812,13875.00,370875.00,-25.25,1500,3000,5000
3497813,13875.00,370875.00,-24.75,2000,3000,5000
3497814,13875.00,370875.00,-24.25,2000,3000,5000
3497815,13875.00,370875.00,-23.75,3000,3000,5000
3497816,13875.00,370875.00,-23.25,3000,5000,7500
3497817,13875.00,370875.00,-22.75,3000,5000,7500
3497818,13875.00,370875.00,-22.25,3000,5000,7500
3497819,13875.00,370875.00,-21.75,3000,5000,7500
3497820,13875.00,370875.00,-21.25,3000,5000,7500
3497821,13875.00,370875.00,-20.75,3000,5000,7500
3497822,13875.00,370875.00,-20.25,3000,5000,5000
3497823,13875.00,370875.00,-19.75,3000,5000,5000
3497824,13875.00,370875.00,-19.25,3000,5000,5000
3497825,13875.00,370875.00,-18.75,2000,3000,5000
3497826,13875.00,370875.00,-18.25,2000,3000,5000
3497827,13875.00,370875.00,-17.75,1500,3000,5000
3497828,13875.00,370875.00,-17.25,1500,3000,5000
3497829,13875.00,370875.00,-16.75,1500,3000,5000
3497830,13875.00,370875.00,-16.25,1500,3000,3000
3497831,13875.00,370875.00,-15.75,1500,3000,3000
3497832,13875.00,370875.00,-15.25,1250,3000,3000
3497833,13875.00,370875.00,-14.75,1250,3000,3000
3497834,13875.00,370875.00,-14.25,1000,3000,3000
3497835,13875.00,370875.00,-13.75,1000,3000,3000
3497836,13875.00,370875.00,-13.25,500,2000,3000
3497837,13875.00,370875.00,-12.75,150,1500,3000
3497838,13875.00,370875.00,-12.25,150,1500,3000
3497839,13875.00,370875.00,-11.75,0,1500,3000
3497840,13875.00,370875.00,-11.25,0,1000,2000
3497841,13875.00,370875.00,-10.75,0,1000,2000
3497842,13875.00,370875.00,-10.25,0,1000,2000
3497843,13875.00,370875.00,-9.75,0,1000,2000
3497844,13875.00,370875.00,-9.25,0,500,2000
3497845,13875.00,370875.00,-8.75,0,150,1250
3497846,13875.00,370875.00,-8.25,0,150,1000
3497847,13875.00,370875.00,-7.75,0,150,1000
3497848,13875.00,370875.00,-7.25,0,0,150
3497849,13875.00,370875.00,-6.75,0,0,0
3497850,13875.00,370875.00,-6.25,0,0,0
3497851,13875.00,370875.00,-5.75,0,0,0
3497852,13875.00,370875.00,-5.25,0,0,0
3497853,13875.00,370875.00,-4.75,0,0,0
3497854,13875.00,370875.00,-4.25,0,0,0
3497855,13875.00,370875.00,-3.75,0,0,0
3497856,13875.00,370875.00,-3.25,0,0,0
3497857,13875.00,370875.00,-2.75,0,0,0
3497858,13875.00,370875.00,-2.25,0,0,0
3497859,13875.00,370875.00,-1.75,0,0,0
3497860,13875.00,370875.00,-1.25,0,0,0
3497861,13875.00,370875.00,-0.75,0,0,0
3497862,13875.00,370875.00,-0.25,0,0,0
3497863,13875.00,370875.00,0.25,0,0,0
3497864,13875.00,370875.00,0.75,0,0,0
3497865,13875.00,370875.00,1.25,0,0,0
3497866,13875.00,370875.00,1.75,0,0,0
3498174,13875.00,370925.00,-39.25,0,0,0
3498175,13875.00,370925.00,-38.75,0,0,0
3498176,13875.00,370925.00,-38.25,0,0,150
3498177,13875.00,370925.00,-37.75,0,0,300
3498178,13875.00,370925.00,-37.25,0,0,750
3498179,13875.00,370925.00,-36.75,0,0,500
3498180,13875.00,370925.00,-36.25,0,0,500
3498181,13875.00,370925.00,-35.75,0,0,1000
3498182,13875.00,370925.00,-35.25,0,0,1000
3498183,13875.00,370925.00,-34.75,0,0,1000
3498184,13875.00,370925.00,-34.25,0,150,1250
3498185,13875.00,370925.00,-33.75,0,500,1500
3498186,13875.00,370925.00,-33.25,0,750,2000
3498187,13875.00,370925.00,-32.75,0,1000,2000
3498188,13875.00,370925.00,-32.25,0,1000,2000
3498189,13875.00,370925.00,-31.75,0,1000,2000
3498190,13875.00,370925.00,-31.25,0,1000,2000
3498191,13875.00,370925.00,-30.75,0,1000,2000
3498192,13875.00,370925.00,-30.25,0,1250,2000
3498193,13875.00,370925.00,-29.75,0,1000,2000
3498194,13875.00,370925.00,-29.25,1250,2000,3000
3498195,13875.00,370925.00,-28.75,1000,2000,3000
3498196,13875.00,370925.00,-28.25,1000,2000,3000
3498197,13875.00,370925.00,-27.75,1000,2000,3000
3498198,13875.00,370925.00,-27.25,1000,2000,3000
3498199,13875.00,370925.00,-26.75,1500,3000,3000
3498200,13875.00,370925.00,-26.25,1500,3000,5000
3498201,13875.00,370925.00,-25.75,1500,3000,5000
3498202,13875.00,370925.00,-25.25,1500,3000,5000
3498203,13875.00,370925.00,-24.75,1500,3000,5000
3498204,13875.00,370925.00,-24.25,2000,3000,5000
3498205,13875.00,370925.00,-23.75,2000,3000,5000
3498206,13875.00,370925.00,-23.25,3000,5000,7500
3498207,13875.00,370925.00,-22.75,3000,5000,7500
3498208,13875.00,370925.00,-22.25,3000,5000,7500
3498209,13875.00,370925.00,-21.75,3000,5000,7500
3498210,13875.00,370925.00,-21.25,1250,5000,7500
3498211,13875.00,370925.00,-20.75,3000,5000,7500
3498212,13875.00,370925.00,-20.25,2000,5000,5000
3498213,13875.00,370925.00,-19.75,2000,5000,5000
3498214,13875.00,370925.00,-19.25,2000,5000,5000
3498215,13875.00,370925.00,-18.75,2000,3000,5000
3498216,13875.00,370925.00,-18.25,1500,3000,5000
3498217,13875.00,370925.00,-17.75,1000,3000,5000
3498218,13875.00,370925.00,-17.25,1000,3000,5000
3498219,13875.00,370925.00,-16.75,1000,3000,5000
3498220,13875.00,370925.00,-16.25,1250,3000,5000
3498221,13875.00,370925.00,-15.75,1250,3000,5000
3498222,13875.00,370925.00,-15.25,1000,3000,5000
3498223,13875.00,370925.00,-14.75,1000,3000,5000
3498224,13875.00,370925.00,-14.25,1000,3000,5000
3498225,13875.00,370925.00,-13.75,1000,3000,3000
3498226,13875.00,370925.00,-13.25,500,2000,3000
3498227,13875.00,370925.00,-12.75,150,2000,3000
3498228,13875.00,370925.00,-12.25,150,1500,3000
3498229,13875.00,370925.00,-11.75,150,1500,3000
3498230,13875.00,370925.00,-11.25,0,1500,3000
3498231,13875.00,370925.00,-10.75,0,1000,2000
3498232,13875.00,370925.00,-10.25,0,1000,2000
3498233,13875.00,370925.00,-9.75,0,1000,2000
3498234,13875.00,370925.00,-9.25,0,500,2000
3498235,13875.00,370925.00,-8.75,0,300,1500
3498236,13875.00,370925.00,-8.25,0,300,1250
3498237,13875.00,370925.00,-7.75,0,150,1000
3498238,13875.00,370925.00,-7.25,0,0,300
3498239,13875.00,370925.00,-6.75,0,0,0
3498240,13875.00,370925.00,-6.25,0,0,0
3498241,13875.00,370925.00,-5.75,0,0,0
3498242,13875.00,370925.00,-5.25,0,0,0
3498243,13875.00,370925.00,-4.75,0,0,0
3498244,13875.00,370925.00,-4.25,0,0,0
3498245,13875.00,370925.00,-3.75,0,0,0
3498246,13875.00,370925.00,-3.25,0,0,0
3498247,13875.00,370925.00,-2.75,0,0,0
3498248,13875.00,370925.00,-2.25,0,0,0
3498249,13875.00,370925.00,-1.75,0,0,0
3498250,13875.00,370925.00,-1.25,0,0,0
3498251,13875.00,370925.00,-0.75,0,0,0
3498252,13875.00,370925.00,-0.25,0,0,0
3498253,13875.00,370925.00,0.25,0,0,0
3498254,13875.00,370925.00,0.75,0,0,0
3498255,13875.00,370925.00,1.25,0,0,0
3498256,13875.00,370925.00,1.75,0,0,0
3498564,13875.00,370975.00,-39.25,0,0,150
3498565,13875.00,370975.00,-38.75,0,0,300
3498566,13875.00,370975.00,-38.25,0,0,300
3498567,13875.00,370975.00,-37.75,0,0,750
3498568,13875.00,370975.00,-37.25,0,0,1000
3498569,13875.00,370975.00,-36.75,0,0,1000
3498570,13875.00,370975.00,-36.25,0,0,1000
3498571,13875.00,370975.00,-35.75,0,0,1250
3498572,13875.00,370975.00,-35.25,0,0,1500
3498573,13875.00,370975.00,-34.75,0,150,1500
3498574,13875.00,370975.00,-34.25,0,300,1500
3498575,13875.00,370975.00,-33.75,0,750,1500
3498576,13875.00,370975.00,-33.25,150,1000,2000
3498577,13875.00,370975.00,-32.75,300,1500,2000
3498578,13875.00,370975.00,-32.25,300,1500,2000
3498579,13875.00,370975.00,-31.75,300,1500,2000
3498580,13875.00,370975.00,-31.25,0,1000,2000
3498581,13875.00,370975.00,-30.75,0,1000,2000
3498582,13875.00,370975.00,-30.25,500,1500,2000
3498583,13875.00,370975.00,-29.75,500,2000,3000
3498584,13875.00,370975.00,-29.25,1000,2000,3000
3498585,13875.00,370975.00,-28.75,1000,2000,3000
3498586,13875.00,370975.00,-28.25,1000,2000,3000
3498587,13875.00,370975.00,-27.75,1000,2000,3000
3498588,13875.00,370975.00,-27.25,1000,2000,3000
3498589,13875.00,370975.00,-26.75,1250,3000,3000
3498590,13875.00,370975.00,-26.25,1500,3000,5000
3498591,13875.00,370975.00,-25.75,1500,3000,5000
3498592,13875.00,370975.00,-25.25,1500,3000,5000
3498593,13875.00,370975.00,-24.75,1500,3000,5000
3498594,13875.00,370975.00,-24.25,2000,3000,5000
3498595,13875.00,370975.00,-23.75,2000,3000,5000
3498596,13875.00,370975.00,-23.25,3000,5000,7500
3498597,13875.00,370975.00,-22.75,3000,5000,7500
3498598,13875.00,370975.00,-22.25,3000,5000,7500
3498599,13875.00,370975.00,-21.75,3000,5000,7500
3498600,13875.00,370975.00,-21.25,3000,5000,7500
3498601,13875.00,370975.00,-20.75,3000,5000,7500
3498602,13875.00,370975.00,-20.25,3000,5000,5000
3498603,13875.00,370975.00,-19.75,3000,5000,5000
3498604,13875.00,370975.00,-19.25,3000,5000,5000
3498605,13875.00,370975.00,-18.75,2000,5000,5000
3498606,13875.00,370975.00,-18.25,2000,3000,5000
3498607,13875.00,370975.00,-17.75,1500,3000,5000
3498608,13875.00,370975.00,-17.25,1250,3000,5000
3498609,13875.00,370975.00,-16.75,1250,3000,5000
3498610,13875.00,370975.00,-16.25,1500,3000,5000
3498611,13875.00,370975.00,-15.75,1500,3000,5000
3498612,13875.00,370975.00,-15.25,1500,3000,5000
3498613,13875.00,370975.00,-14.75,1500,3000,5000
3498614,13875.00,370975.00,-14.25,1500,3000,5000
3498615,13875.00,370975.00,-13.75,1000,3000,3000
3498616,13875.00,370975.00,-13.25,500,2000,3000
3498617,13875.00,370975.00,-12.75,150,2000,3000
3498618,13875.00,370975.00,-12.25,150,2000,3000
3498619,13875.00,370975.00,-11.75,150,2000,3000
3498620,13875.00,370975.00,-11.25,150,1500,3000
3498621,13875.00,370975.00,-10.75,0,1250,2000
3498622,13875.00,370975.00,-10.25,0,1250,2000
3498623,13875.00,370975.00,-9.75,0,1250,2000
3498624,13875.00,370975.00,-9.25,0,750,2000
3498625,13875.00,370975.00,-8.75,0,500,1500
3498626,13875.00,370975.00,-8.25,0,500,1500
3498627,13875.00,370975.00,-7.75,0,300,1000
3498628,13875.00,370975.00,-7.25,0,0,300
3498629,13875.00,370975.00,-6.75,0,0,0
3498630,13875.00,370975.00,-6.25,0,0,0
3498631,13875.00,370975.00,-5.75,0,0,0
3498632,13875.00,370975.00,-5.25,0,0,0
3498633,13875.00,370975.00,-4.75,0,0,0
3498634,13875.00,370975.00,-4.25,0,0,0
3498635,13875.00,370975.00,-3.75,0,0,0
3498636,13875.00,370975.00,-3.25,0,0,0
3498637,13875.00,370975.00,-2.75,0,0,0
3498638,13875.00,370975.00,-2.25,0,0,0
3498639,13875.00,370975.00,-1.75,0,0,0
3498640,13875.00,370975.00,-1.25,0,0,0
3498641,13875.00,370975.00,-0.75,0,0,0
3498642,13875.00,370975.00,-0.25,0,0,0
3498643,13875.00,370975.00,0.25,0,0,0
3498644,13875.00,370975.00,0.75,0,0,0
3498645,13875.00,370975.00,1.25,0,0,0
3498646,13875.00,370975.00,1.75,0,0,0
3498954,13875.00,371025.00,-39.25,0,0,300
3498955,13875.00,371025.00,-38.75,0,0,300
3498956,13875.00,371025.00,-38.25,0,0,300
3498957,13875.00,371025.00,-37.75,0,0,750
3498958,13875.00,371025.00,-37.25,0,0,1250
3498959,13875.00,371025.00,-36.75,0,0,1000
3498960,13875.00,371025.00,-36.25,0,0,1000
3498961,13875.00,371025.00,-35.75,0,0,1250
3498962,13875.00,371025.00,-35.25,0,0,1500
3498963,13875.00,371025.00,-34.75,0,150,1500
3498964,13875.00,371025.00,-34.25,0,300,1500
3498965,13875.00,371025.00,-33.75,0,500,1500
3498966,13875.00,371025.00,-33.25,150,1000,2000
3498967,13875.00,371025.00,-32.75,150,1250,2000
3498968,13875.00,371025.00,-32.25,150,1250,2000
3498969,13875.00,371025.00,-31.75,300,1250,2000
3498970,13875.00,371025.00,-31.25,300,1250,2000
3498971,13875.00,371025.00,-30.75,300,1500,2000
3498972,13875.00,371025.00,-30.25,300,1500,2000
3498973,13875.00,371025.00,-29.75,300,1500,2000
3498974,13875.00,371025.00,-29.25,500,2000,3000
3498975,13875.00,371025.00,-28.75,500,2000,3000
3498976,13875.00,371025.00,-28.25,500,2000,3000
3498977,13875.00,371025.00,-27.75,300,2000,3000
3498978,13875.00,371025.00,-27.25,750,2000,3000
3498979,13875.00,371025.00,-26.75,750,2000,3000
3498980,13875.00,371025.00,-26.25,1000,2000,3000
3498981,13875.00,371025.00,-25.75,1250,3000,3000
3498982,13875.00,371025.00,-25.25,1500,3000,5000
3498983,13875.00,371025.00,-24.75,1500,3000,5000
3498984,13875.00,371025.00,-24.25,2000,3000,5000
3498985,13875.00,371025.00,-23.75,3000,5000,5000
3498986,13875.00,371025.00,-23.25,3000,5000,7500
3498987,13875.00,371025.00,-22.75,3000,5000,7500
3498988,13875.00,371025.00,-22.25,3000,5000,7500
3498989,13875.00,371025.00,-21.75,3000,5000,7500
3498990,13875.00,371025.00,-21.25,3000,5000,7500
3498991,13875.00,371025.00,-20.75,3000,5000,7500
3498992,13875.00,371025.00,-20.25,3000,5000,5000
3498993,13875.00,371025.00,-19.75,3000,5000,5000
3498994,13875.00,371025.00,-19.25,3000,5000,5000
3498995,13875.00,371025.00,-18.75,2000,3000,5000
3498996,13875.00,371025.00,-18.25,2000,3000,5000
3498997,13875.00,371025.00,-17.75,1500,3000,5000
3498998,13875.00,371025.00,-17.25,1500,3000,5000
3498999,13875.00,371025.00,-16.75,1500,3000,5000
3499000,13875.00,371025.00,-16.25,1500,3000,5000
3499001,13875.00,371025.00,-15.75,1500,3000,3000
3499002,13875.00,371025.00,-15.25,1250,3000,3000
3499003,13875.00,371025.00,-14.75,1500,3000,3000
3499004,13875.00,371025.00,-14.25,1500,3000,3000
3499005,13875.00,371025.00,-13.75,1500,3000,3000
3499006,13875.00,371025.00,-13.25,1000,2000,3000
3499007,13875.00,371025.00,-12.75,500,2000,3000
3499008,13875.00,371025.00,-12.25,300,1500,3000
3499009,13875.00,371025.00,-11.75,0,1500,3000
3499010,13875.00,371025.00,-11.25,0,1500,3000
3499011,13875.00,371025.00,-10.75,0,1000,2000
3499012,13875.00,371025.00,-10.25,0,1000,2000
3499013,13875.00,371025.00,-9.75,0,1000,2000
3499014,13875.00,371025.00,-9.25,0,750,2000
3499015,13875.00,371025.00,-8.75,0,500,1500
3499016,13875.00,371025.00,-8.25,0,300,1500
3499017,13875.00,371025.00,-7.75,0,150,1000
3499018,13875.00,371025.00,-7.25,0,0,300
3499019,13875.00,371025.00,-6.75,0,0,0
3499020,13875.00,371025.00,-6.25,0,0,0
3499021,13875.00,371025.00,-5.75,0,0,0
3499022,13875.00,371025.00,-5.25,0,0,0
3499023,13875.00,371025.00,-4.75,0,0,0
3499024,13875.00,371025.00,-4.25,0,0,0
3499025,13875.00,371025.00,-3.75,0,0,0
3499026,13875.00,371025.00,-3.25,0,0,0
3499027,13875.00,371025.00,-2.75,0,0,0
3499028,13875.00,371025.00,-2.25,0,0,0
3499029,13875.00,371025.00,-1.75,0,0,0
3499030,13875.00,371025.00,-1.25,0,0,0
3499031,13875.00,371025.00,-0.75,0,0,0
3499032,13875.00,371025.00,-0.25,0,0,0
3499033,13875.00,371025.00,0.25,0,0,0
3499034,13875.00,371025.00,0.75,0,0,0
3499343,13875.00,371075.00,-39.75,0,0,0
3499344,13875.00,371075.00,-39.25,0,0,0
3499345,13875.00,371075.00,-38.75,0,0,150
3499346,13875.00,371075.00,-38.25,0,0,300
3499347,13875.00,371075.00,-37.75,0,0,300
3499348,13875.00,371075.00,-37.25,0,0,750
3499349,13875.00,371075.00,-36.75,0,0,500
3499350,13875.00,371075.00,-36.25,0,0,500
3499351,13875.00,371075.00,-35.75,0,0,750
3499352,13875.00,371075.00,-35.25,0,0,1000
3499353,13875.00,371075.00,-34.75,0,0,1250
3499354,13875.00,371075.00,-34.25,0,150,1500
3499355,13875.00,371075.00,-33.75,0,500,1500
3499356,13875.00,371075.00,-33.25,150,1000,2000
3499357,13875.00,371075.00,-32.75,300,1250,2000
3499358,13875.00,371075.00,-32.25,300,1250,2000
3499359,13875.00,371075.00,-31.75,300,1250,2000
3499360,13875.00,371075.00,-31.25,150,1000,2000
3499361,13875.00,371075.00,-30.75,150,1250,2000
3499362,13875.00,371075.00,-30.25,300,1500,2000
3499363,13875.00,371075.00,-29.75,500,1500,3000
3499364,13875.00,371075.00,-29.25,750,2000,3000
3499365,13875.00,371075.00,-28.75,750,2000,3000
3499366,13875.00,371075.00,-28.25,750,2000,3000
3499367,13875.00,371075.00,-27.75,500,2000,3000
3499368,13875.00,371075.00,-27.25,750,2000,3000
3499369,13875.00,371075.00,-26.75,1000,2000,3000
3499370,13875.00,371075.00,-26.25,1500,3000,5000
3499371,13875.00,371075.00,-25.75,1500,3000,5000
3499372,13875.00,371075.00,-25.25,2000,3000,5000
3499373,13875.00,371075.00,-24.75,2000,3000,5000
3499374,13875.00,371075.00,-24.25,2000,3000,5000
3499375,13875.00,371075.00,-23.75,3000,5000,7500
3499376,13875.00,371075.00,-23.25,5000,5000,7500
3499377,13875.00,371075.00,-22.75,5000,7500,7500
3499378,13875.00,371075.00,-22.25,5000,7500,7500
3499379,13875.00,371075.00,-21.75,5000,5000,7500
3499380,13875.00,371075.00,-21.25,5000,5000,7500
3499381,13875.00,371075.00,-20.75,5000,5000,7500
3499382,13875.00,371075.00,-20.25,3000,5000,7500
3499383,13875.00,371075.00,-19.75,3000,5000,5000
3499384,13875.00,371075.00,-19.25,3000,5000,5000
3499385,13875.00,371075.00,-18.75,3000,3000,5000
3499386,13875.00,371075.00,-18.25,2000,3000,5000
3499387,13875.00,371075.00,-17.75,2000,3000,5000
3499388,13875.00,371075.00,-17.25,2000,3000,5000
3499389,13875.00,371075.00,-16.75,2000,3000,5000
3499390,13875.00,371075.00,-16.25,1500,3000,5000
3499391,13875.00,371075.00,-15.75,750,3000,3000
3499392,13875.00,371075.00,-15.25,750,3000,3000
3499393,13875.00,371075.00,-14.75,750,3000,3000
3499394,13875.00,371075.00,-14.25,750,3000,3000
3499395,13875.00,371075.00,-13.75,500,3000,3000
3499396,13875.00,371075.00,-13.25,150,2000,3000
3499397,13875.00,371075.00,-12.75,0,1500,3000
3499398,13875.00,371075.00,-12.25,0,1500,3000
3499399,13875.00,371075.00,-11.75,0,1500,3000
3499400,13875.00,371075.00,-11.25,0,1250,3000
3499401,13875.00,371075.00,-10.75,0,1000,2000
3499402,13875.00,371075.00,-10.25,0,1000,2000
3499403,13875.00,371075.00,-9.75,0,1000,2000
3499404,13875.00,371075.00,-9.25,0,500,2000
3499405,13875.00,371075.00,-8.75,0,300,1500
3499406,13875.00,371075.00,-8.25,0,300,1250
3499407,13875.00,371075.00,-7.75,0,150,1000
3499408,13875.00,371075.00,-7.25,0,0,300
3499409,13875.00,371075.00,-6.75,0,0,0
3499410,13875.00,371075.00,-6.25,0,0,0
3499411,13875.00,371075.00,-5.75,0,0,0
3499412,13875.00,371075.00,-5.25,0,0,0
3499413,13875.00,371075.00,-4.75,0,0,0
3499414,13875.00,371075.00,-4.25,0,0,0
3499415,13875.00,371075.00,-3.75,0,0,0
3499416,13875.00,371075.00,-3.25,0,0,0
3499417,13875.00,371075.00,-2.75,0,0,0
3499418,13875.00,371075.00,-2.25,0,0,0
3499419,13875.00,371075.00,-1.75,0,0,0
3499420,13875.00,371075.00,-1.25,0,0,0
3499421,13875.00,371075.00,-0.75,0,0,0
3499422,13875.00,371075.00,-0.25,0,0,0
3499423,13875.00,371075.00,0.25,0,0,0
3499424,13875.00,371075.00,0.75,0,0,0
3499732,13875.00,371125.00,-40.25,0,0,0
3499733,13875.00,371125.00,-39.75,0,0,0
3499734,13875.00,371125.00,-39.25,0,0,150
3499735,13875.00,371125.00,-38.75,0,0,300
3499736,13875.00,371125.00,-38.25,0,0,300
3499737,13875.00,371125.00,-37.75,0,0,500
3499738,13875.00,371125.00,-37.25,0,0,750
3499739,13875.00,371125.00,-36.75,0,0,750
3499740,13875.00,371125.00,-36.25,0,0,1000
3499741,13875.00,371125.00,-35.75,0,0,1000
3499742,13875.00,371125.00,-35.25,0,0,1250
3499743,13875.00,371125.00,-34.75,0,0,1250
3499744,13875.00,371125.00,-34.25,0,300,1500
3499745,13875.00,371125.00,-33.75,0,500,1500
